id,inmate_id,location_id,date
81452,2012-0619058,37,2013-04-04
81453,2013-0119164,68,2013-04-02
81454,2013-0313156,69,2013-03-19
81455,2013-0313102,147,2013-03-27
81456,2012-0926079,37,2013-04-08
81457,2013-0312168,58,2013-04-10
81458,2012-0921102,99,2013-04-22
81459,2012-1012071,56,2013-04-12
81460,2013-0225131,1947,2013-03-27
81461,2012-0830094,3,2013-04-16
81462,2013-0309045,73,2013-03-27
81463,2012-1228088,49,2013-05-15
81464,2013-0221136,81,2013-04-03
81465,2013-0313076,69,2013-03-19
81466,2012-0206020,59,2013-04-19
81467,2012-0831217,31,2013-04-10
81468,2012-1010059,46,2013-04-22
81469,2012-0809159,76,2013-03-20
81470,2013-0101025,2,2013-03-25
81471,2013-0127147,25,2013-04-10
81472,2013-0313130,309,2013-03-21
81473,2013-0104096,112,2013-04-25
81474,2013-0202091,25,2013-04-15
81475,2013-0313179,46,2013-03-27
81476,2012-0718223,20,2013-04-08
81477,2013-0112209,159,2013-04-05
81478,2012-0804213,12,2013-04-29
81479,2013-0206142,46,2013-04-29
81480,2013-0313193,30,2013-04-02
81481,2011-1101087,31,2013-03-28
81482,2012-0929190,76,2013-04-10
81483,2013-0308254,7,2013-04-17
81484,2011-1102053,27,2013-04-16
81485,2013-0220126,69,2013-03-19
81486,2013-0123117,6,2013-04-03
81487,2013-0310093,1948,2013-03-27
81488,2013-0311124,35,2013-04-04
81489,2012-0827099,3,2013-04-18
81490,2012-1214012,45,2013-04-17
81491,2013-0305168,25,2013-04-01
81492,2012-0912132,121,2013-04-10
81493,2012-0503004,55,2013-04-24
81494,2013-0125123,384,2013-03-18
81495,2012-1126080,46,2013-03-18
81496,2013-0313016,247,2013-03-15
81497,2012-1029070,100,2013-04-11
81498,2013-0208136,1949,2013-03-15
81499,2013-0105064,29,2013-04-15
81500,2012-1124026,39,2013-04-16
81501,2012-1212163,2,2013-04-17
81502,2012-0830106,15,2013-04-10
81503,2013-0109204,115,2013-04-18
81504,2012-0616098,58,2013-04-02
81505,2013-0313136,23,2013-03-15
81506,2013-0313087,41,2013-04-02
81507,2012-1020106,23,2013-03-27
81508,2012-0914161,12,2013-04-04
81509,2013-0313054,108,2013-04-02
81510,2010-0521223,59,2013-04-04
81511,2012-0801131,2,2013-03-28
81512,2012-0601161,27,2013-03-25
81513,2012-1029074,139,2013-03-21
81514,2013-0306044,17,2013-03-25
81515,2013-0313161,41,2013-03-18
81516,2013-0212064,107,2013-04-03
81517,2013-0313115,3,2013-03-15
81518,2012-1218150,7,2013-04-16
81519,2012-1211192,7,2013-04-23
81520,2013-0313147,132,2013-03-20
81521,2013-0313208,57,2013-03-18
81522,2013-0214207,72,2013-04-15
81523,2013-0305001,71,2013-03-15
81524,2013-0313199,1,2013-04-17
81525,2012-0824149,68,2013-04-22
81526,2013-0313254,77,2013-03-15
81527,2013-0127101,781,2013-03-25
81528,2013-0117202,45,2013-04-01
81529,2013-0313073,41,2013-04-03
81530,2013-0305076,1,2013-03-20
81531,2011-1020037,20,2013-05-21
81532,2013-0304121,448,2013-03-15
81533,2012-1016102,99,2013-04-30
81534,2012-0427132,23,2013-03-29
81535,2013-0313068,30,2013-04-03
81536,2012-1211089,58,2013-04-17
81537,2013-0313188,28,2013-03-15
81538,2013-0119097,20,2013-03-27
81539,2012-0616049,52,2013-04-15
81540,2013-0219193,25,2013-03-28
81541,2012-0909091,20,2013-04-18
81542,2013-0125038,25,2013-04-11
81543,2009-0046779,121,2013-03-25
81544,2011-1106094,102,2013-04-26
81545,2013-0313194,57,2013-04-01
81546,2012-1121108,15,2013-03-20
81547,2013-0304168,112,2013-04-23
81548,2013-0313212,81,2013-03-20
81549,2013-0313010,17,2013-03-18
81550,2013-0313024,156,2013-03-21
81551,2012-0922205,74,2013-04-19
81552,2013-0131254,32,2013-04-16
81553,2013-0312197,58,2013-04-12
81554,2013-0206113,112,2013-04-16
81555,2012-1018116,100,2013-04-11
81556,2012-0907024,68,2013-05-08
81557,2012-0330165,27,2013-04-25
81558,2013-0126116,2,2013-04-22
81559,2013-0213121,1257,2013-03-20
81560,2013-0313177,46,2013-03-22
81561,2013-0306170,708,2013-04-29
81562,2011-0606227,59,2013-04-04
81563,2012-0721151,56,2013-04-25
81564,2013-0313164,30,2013-04-04
81565,2013-0214050,81,2013-03-19
81566,2012-0329117,90,2013-05-01
81567,2012-0608098,29,2013-04-26
81568,2013-0217147,407,2013-04-01
81569,2013-0219153,25,2013-03-27
81570,2013-0202175,25,2013-04-12
81571,2013-0313126,57,2013-04-04
81572,2012-0629226,59,2013-04-03
81573,2013-0218158,51,2013-03-15
81574,2012-0622250,173,2013-04-24
81575,2010-1230149,72,2013-05-01
81576,2013-0313057,108,2013-04-02
81577,2013-0130071,25,2013-04-03
81578,2013-0220081,107,2013-04-03
81579,2012-1113079,47,2013-04-17
81580,2012-0916073,356,2013-03-18
81581,2011-1020144,20,2013-05-21
81582,2013-0124092,214,2013-03-21
81583,2012-0719151,2,2013-04-09
81584,2013-0313144,57,2013-03-19
81585,2013-0205165,192,2013-03-20
81586,2011-0728151,34,2013-03-28
81587,2011-1026055,11,2013-04-10
81588,2011-1014216,99,2013-04-19
81589,2013-0129165,32,2013-04-16
81590,2013-0215179,81,2013-03-27
81591,2012-1031059,68,2013-04-30
81592,2011-0722220,81,2013-04-02
81593,2012-0714100,99,2013-04-04
81594,2012-0921161,102,2013-03-22
81595,2011-1020138,20,2013-05-21
81596,2012-0901123,3,2013-04-10
81597,2013-0313041,103,2013-03-15
81598,2013-0219155,126,2013-04-03
81599,2012-0712127,38,2013-03-25
81600,2013-0307075,81,2013-04-03
81601,2012-1104133,7,2013-04-25
81602,2013-0228077,657,2013-03-20
81603,2013-0313001,57,2013-04-04
81604,2013-0313209,22,2013-03-15
81605,2013-0202019,25,2013-04-23
81606,2013-0125127,102,2013-04-24
81607,2012-0630194,48,2013-04-11
81608,2013-0114110,139,2013-04-15
81609,2012-0904107,23,2013-04-08
81610,2012-1227106,121,2013-03-28
81611,2013-0305051,35,2013-03-20
81612,2013-0125229,82,2013-03-29
81613,2012-1114074,1,2013-04-23
81614,2013-0313137,46,2013-03-18
81615,2012-0919222,17,2013-03-19
81616,2013-0311012,860,2013-03-19
81617,2013-0313099,30,2013-03-18
81618,2013-0309004,4,2013-03-15
81619,2012-0725151,112,2013-05-01
81620,2013-0313206,138,2013-03-27
81621,2012-1007153,112,2013-04-18
81622,2013-0309135,512,2013-03-27
81623,2013-0212105,415,2013-03-19
81624,2012-0106121,17,2013-04-16
81625,2013-0315151,153,2013-03-21
81626,2013-0314186,68,2013-04-03
81627,2013-0315035,229,2013-03-29
81628,2012-0301199,20,2013-04-03
81629,2013-0225197,60,2013-03-22
81630,2013-0309087,30,2013-04-04
81631,2011-0126145,45,2013-04-25
81632,2013-0129080,38,2013-04-17
81633,2012-1228024,838,2013-03-19
81634,2010-1011151,217,2013-03-19
81635,2013-0220087,81,2013-04-04
81636,2011-1124126,37,2013-03-28
81637,2013-0223166,217,2013-04-16
81638,2013-0306112,57,2013-03-27
81639,2013-0214136,48,2013-03-20
81640,2013-0219152,72,2013-04-03
81641,2013-0130129,214,2013-03-22
81642,2012-0625225,44,2013-04-11
81643,2013-0315266,67,2013-04-26
81644,2013-0108011,4,2013-03-25
81645,2013-0315205,19,2013-03-22
81646,2013-0219129,107,2013-03-27
81647,2012-1207209,2,2013-04-17
81648,2012-0925167,11,2013-04-03
81649,2013-0315194,134,2013-03-25
81650,2012-1130078,2,2013-03-25
81651,2012-0926108,27,2013-04-23
81652,2013-0127045,214,2013-03-21
81653,2013-0314052,57,2013-04-03
81654,2012-1124081,52,2013-04-16
81655,2011-0824162,47,2013-04-22
81656,2013-0223137,82,2013-04-05
81657,2013-0315254,67,2013-04-12
81658,2013-0309093,51,2013-03-22
81659,2012-0802082,29,2013-04-25
81660,2013-0303028,427,2013-04-05
81661,2013-0306073,122,2013-03-25
81662,2012-1121089,28,2013-03-27
81663,2012-0321001,47,2013-04-18
81664,2013-0219073,41,2013-03-21
81665,2011-0927066,52,2013-04-17
81666,2012-1122142,60,2013-04-30
81667,2012-1207118,56,2013-03-27
81668,2013-0315195,134,2013-04-11
81669,2013-0130087,27,2013-04-17
81670,2013-0220155,592,2013-03-20
81671,2012-1211076,140,2013-04-10
81672,2013-0214094,66,2013-03-18
81673,2013-0315181,153,2013-04-04
81674,2012-0907027,614,2013-06-04
81675,2012-1209067,58,2013-04-26
81676,2013-0219113,107,2013-04-01
81677,2013-0215137,25,2013-04-02
81678,2013-0314142,57,2013-04-02
81679,2012-1123079,28,2013-04-09
81680,2013-0312077,427,2013-04-04
81681,2013-0219115,25,2013-04-02
81682,2010-1222146,20,2013-04-05
81683,2013-0222228,193,2013-04-04
81684,2013-0213029,82,2013-04-04
81685,2013-0225132,657,2013-03-19
81686,2013-0314013,103,2013-03-29
81687,2011-1028140,52,2013-03-18
81688,2012-0430080,48,2013-04-05
81689,2013-0315262,8,2013-03-18
81690,2013-0315116,26,2013-03-18
81691,2013-0315176,153,2013-04-04
81692,2013-0315223,8,2013-03-22
81693,2013-0130078,37,2013-04-11
81694,2013-0216100,25,2013-04-05
81695,2011-0920072,38,2013-04-03
81696,2013-0215191,81,2013-04-03
81697,2013-0312103,780,2013-04-09
81698,2013-0106136,112,2013-04-22
81699,2013-0224119,73,2013-04-04
81700,2013-0315011,12,2013-03-21
81701,2013-0219181,194,2013-04-04
81702,2013-0224116,25,2013-03-22
81703,2013-0128146,328,2013-03-19
81704,2013-0215122,25,2013-04-02
81705,2012-1006119,32,2013-04-19
81706,2013-0315036,50,2013-03-20
81707,2013-0314189,367,2013-04-12
81708,2012-0328156,15,2013-04-03
81709,2013-0315050,8,2013-03-18
81710,2012-0320179,45,2013-04-15
81711,2013-0315193,134,2013-03-25
81712,2012-0823016,4,2013-04-18
81713,2013-0304075,1950,2013-03-26
81714,2011-1023072,47,2013-04-25
81715,2012-1127041,102,2013-04-26
81716,2013-0313021,57,2013-04-02
81717,2013-0312196,160,2013-04-09
81718,2010-0204014,139,2013-04-11
81719,2013-0212167,83,2013-03-19
81720,2012-1003051,80,2013-04-08
81721,2013-0127190,87,2013-04-10
81722,2013-0309076,17,2013-03-26
81723,2013-0315019,58,2013-03-22
81724,2009-0007326,72,2013-05-06
81725,2010-0913148,139,2013-03-27
81726,2013-0314220,140,2013-04-03
81727,2013-0314025,77,2013-04-02
81728,2013-0223192,81,2013-04-04
81729,2011-1030150,28,2013-04-25
81730,2012-1018143,25,2013-04-18
81731,2013-0218136,25,2013-03-28
81732,2013-0315278,8,2013-04-22
81733,2013-0309214,126,2013-04-05
81734,2011-0925057,35,2013-04-11
81735,2012-0527129,2,2013-04-19
81736,2013-0224084,193,2013-04-01
81737,2010-0728120,23,2013-04-24
81738,2013-0315211,153,2013-03-20
81739,2013-0314165,102,2013-03-19
81740,2013-0315275,26,2013-04-10
81741,2013-0314204,71,2013-03-22
81742,2013-0311037,72,2013-03-29
81743,2013-0208076,25,2013-03-26
81744,2013-0217124,25,2013-03-22
81745,2013-0205139,17,2013-04-12
81746,2013-0314199,73,2013-04-03
81747,2013-0315203,153,2013-04-02
81748,2008-0019935,32,2013-03-27
81749,2013-0118004,23,2013-04-05
81750,2009-0928080,99,2013-04-04
81751,2011-0120226,139,2013-04-08
81752,2012-0721003,47,2013-04-22
81753,2012-1211198,45,2013-03-18
81754,2012-1215053,34,2013-03-22
81755,2013-0127010,599,2013-03-19
81756,2012-0526146,32,2013-03-26
81757,2011-0417096,44,2013-04-11
81758,2013-0314200,71,2013-03-28
81759,2013-0315070,174,2013-04-03
81760,2012-0622042,4,2013-05-01
81761,2013-0221146,25,2013-04-03
81762,2013-0310136,114,2013-04-05
81763,2013-0314005,22,2013-03-28
81764,2013-0207222,39,2013-04-18
81765,2011-1101057,217,2013-03-26
81766,2011-0310226,59,2013-04-26
81767,2013-0314038,1951,2013-03-21
81768,2013-0315022,26,2013-04-01
81769,2013-0315230,26,2013-04-01
81770,2012-0716133,20,2013-03-19
81771,2012-0531124,27,2013-04-15
81772,2013-0131145,25,2013-04-10
81773,2013-0221139,57,2013-03-21
81774,2012-0206002,159,2013-04-23
81775,2013-0218154,193,2013-03-28
81776,2013-0315023,15,2013-04-16
81777,2013-0313205,1872,2013-03-27
81778,2013-0315174,61,2013-03-18
81779,2013-0114043,62,2013-03-28
81780,2013-0315277,85,2013-03-21
81781,2013-0314093,29,2013-03-18
81782,2013-0125082,80,2013-03-18
81783,2011-0901023,7,2013-04-12
81784,2013-0314248,102,2013-04-16
81785,2010-1206106,39,2013-03-20
81786,2013-0221213,25,2013-04-04
81787,2012-1103195,52,2013-04-17
81788,2013-0315148,50,2013-03-19
81789,2012-0722127,91,2013-04-24
81790,2013-0219108,81,2013-03-28
81791,2011-0602168,23,2013-04-18
81792,2013-0315007,28,2013-04-04
81793,2013-0125080,80,2013-03-19
81794,2012-1218108,348,2013-03-18
81795,2013-0124088,25,2013-03-21
81796,2013-0311121,80,2013-04-18
81797,2013-0223180,81,2013-04-04
81798,2013-0315118,174,2013-03-29
81799,2012-0824218,35,2013-04-24
81800,2013-0314103,599,2013-04-03
81801,2009-1030177,35,2013-04-12
81802,2013-0216099,81,2013-03-28
81803,2012-1114165,2,2013-03-22
81804,2012-1015122,68,2013-05-02
81805,2012-1026219,74,2013-05-14
81806,2013-0315226,26,2013-03-22
81807,2008-0047089,744,2013-04-03
81808,2013-0222130,58,2013-03-18
81809,2013-0311045,30,2013-04-05
81810,2012-1102063,60,2013-03-22
81811,2013-0214099,80,2013-04-23
81812,2012-0816120,39,2013-03-18
81813,2012-1108115,1952,2013-03-20
81814,2013-0315227,26,2013-03-20
81815,2012-1130109,66,2013-04-16
81816,2013-0215205,194,2013-04-02
81817,2013-0310064,1146,2013-04-05
81818,2013-0130038,639,2013-03-21
81819,2012-1106108,29,2013-04-18
81820,2012-0814068,1,2013-04-03
81821,2013-0314003,22,2013-03-28
81822,2011-0825216,47,2013-04-22
81823,2013-0315191,183,2013-04-01
81824,2013-0125110,91,2013-04-12
81825,2013-0130037,56,2013-04-15
81826,2013-0308125,161,2013-04-04
81827,2013-0305156,41,2013-03-27
81828,2012-0306044,31,2013-04-25
81829,2013-0302026,1953,2013-03-18
81830,2012-1211014,100,2013-04-01
81831,2012-0912107,711,2013-04-29
81832,2013-0221113,25,2013-03-28
81833,2012-0427225,140,2013-04-19
81834,2013-0128160,1,2013-03-29
81835,2013-0314133,770,2013-03-18
81836,2013-0315074,153,2013-04-01
81837,2013-0221101,25,2013-04-03
81838,2013-0206073,25,2013-03-18
81839,2013-0315040,8,2013-03-28
81840,2012-1205120,2,2013-04-15
81841,2012-1218176,32,2013-04-11
81842,2013-0314191,30,2013-03-20
81843,2013-0211089,99,2013-03-19
81844,2013-0315138,26,2013-03-18
81845,2013-0222158,25,2013-04-03
81846,2012-1025242,87,2013-04-16
81847,2013-0314181,17,2013-04-25
81848,2013-0131068,214,2013-03-21
81849,2012-0711145,99,2013-03-26
81850,2013-0124103,69,2013-03-25
81851,2012-0128133,23,2013-04-15
81852,2013-0315095,153,2013-04-03
81853,2010-0519030,87,2013-03-19
81854,2011-0407119,23,2013-04-04
81855,2013-0308191,17,2013-04-05
81856,2013-0108109,100,2013-04-17
81857,2013-0315002,25,2013-03-28
81858,2013-0314126,12,2013-03-19
81859,2013-0212038,102,2013-03-20
81860,2013-0307023,53,2013-03-29
81861,2013-0314203,71,2013-03-22
81862,2013-0125169,140,2013-03-25
81863,2011-1012105,102,2013-05-09
81864,2013-0213021,31,2013-03-28
81865,2012-1017223,35,2013-04-17
81866,2012-1019101,58,2013-04-11
81867,2013-0207110,25,2013-03-25
81868,2013-0120060,80,2013-04-19
81869,2013-0214042,112,2013-03-19
81870,2011-0616094,47,2013-04-25
81871,2013-0315064,50,2013-03-27
81872,2013-0204173,66,2013-03-25
81873,2013-0315089,26,2013-03-18
81874,2010-1218130,34,2013-06-14
81875,2013-0307056,25,2013-04-03
81876,2013-0216159,81,2013-03-28
81877,2013-0201112,52,2013-04-16
81878,2013-0228185,58,2013-04-18
81879,2013-0210118,72,2013-03-28
81880,2012-1220099,72,2013-04-02
81881,2011-1009106,20,2013-04-09
81882,2012-1018123,91,2013-04-12
81883,2011-0720125,91,2013-04-08
81884,2013-0224142,73,2013-03-21
81885,2010-0618140,20,2013-04-05
81886,2013-0223132,81,2013-04-04
81887,2013-0126039,91,2013-04-15
81888,2012-0721077,28,2013-04-02
81889,2013-0315251,67,2013-04-09
81890,2013-0314034,17,2013-04-02
81891,2013-0202111,72,2013-03-26
81892,2013-0124058,6,2013-04-01
81893,2013-0308129,1954,2013-03-27
81894,2013-0220129,25,2013-03-28
81895,2012-1011142,52,2013-04-30
81896,2013-0121172,34,2013-04-18
81897,2012-1123071,28,2013-04-09
81898,2013-0111054,58,2013-04-08
81899,2013-0313184,156,2013-04-03
81900,2012-1115153,306,2013-04-09
81901,2013-0216232,7,2013-03-20
81902,2013-0315163,26,2013-04-05
81903,2013-0315099,174,2013-03-21
81904,2013-0315091,109,2013-03-22
81905,2013-0217148,25,2013-04-02
81906,2013-0315164,26,2013-03-22
81907,2011-0827134,2,2013-04-01
81908,2013-0108200,52,2013-04-15
81909,2013-0214147,25,2013-03-28
81910,2012-1026065,25,2013-04-02
81911,2013-0214172,193,2013-04-03
81912,2011-0717110,139,2013-03-29
81913,2013-0314212,102,2013-03-22
81914,2013-0201120,99,2013-03-20
81915,2012-1108098,76,2013-03-28
81916,2013-0211047,102,2013-03-19
81917,2011-0403072,37,2013-05-02
81918,2013-0224091,81,2013-04-03
81919,2013-0310181,28,2013-03-18
81920,2013-0309133,69,2013-04-03
81921,2013-0312012,251,2013-03-21
81922,2012-0902030,68,2013-05-24
81923,2013-0220003,25,2013-04-02
81924,2012-1214135,68,2013-04-12
81925,2012-1122161,60,2013-04-05
81926,2013-0314173,69,2013-04-02
81927,2013-0216144,25,2013-04-02
81928,2010-0528189,47,2013-04-17
81929,2012-0627209,23,2013-04-04
81930,2013-0214140,38,2013-03-28
81931,2013-0315186,186,2013-04-03
81932,2012-1016109,31,2013-04-01
81933,2013-0130073,140,2013-04-10
81934,2013-0226167,90,2013-04-25
81935,2013-0314156,41,2013-04-03
81936,2012-1212068,52,2013-04-16
81937,2013-0208024,17,2013-03-28
81938,2013-0315082,174,2013-03-21
81939,2013-0206062,1955,2013-03-20
81940,2013-0314067,25,2013-03-21
81941,2012-0830125,29,2013-04-08
81942,2013-0127092,39,2013-03-20
81943,2013-0214034,4,2013-04-03
81944,2013-0224035,76,2013-04-03
81945,2012-0329121,31,2013-04-15
81946,2011-1007067,31,2013-04-17
81947,2013-0216088,25,2013-04-12
81948,2011-1005032,4,2013-04-12
81949,2012-0905041,115,2013-04-05
81950,2013-0221086,108,2013-03-19
81951,2010-0305009,4,2013-05-13
81952,2013-0312028,38,2013-03-18
81953,2012-0805071,20,2013-04-17
81954,2013-0309041,161,2013-04-05
81955,2013-0213102,81,2013-04-28
81956,2013-0224045,161,2013-04-04
81957,2013-0222031,46,2013-04-03
81958,2012-0922145,72,2013-04-15
81959,2013-0307095,107,2013-04-04
81960,2012-0128157,140,2013-04-11
81961,2013-0120040,214,2013-03-21
81962,2013-0222068,57,2013-03-21
81963,2013-0220090,81,2013-04-04
81964,2013-0305088,348,2013-04-12
81965,2013-0128027,105,2013-03-19
81966,2011-0616222,159,2013-04-23
81967,2013-0111123,28,2013-04-26
81968,2012-0618110,72,2013-04-24
81969,2013-0214111,99,2013-03-28
81970,2013-0213026,68,2013-04-12
81971,2013-0314035,46,2013-03-22
81972,2013-0314011,247,2013-03-28
81973,2013-0313146,421,2013-03-19
81974,2013-0314036,247,2013-03-18
81975,2013-0315218,19,2013-03-22
81976,2013-0221045,25,2013-04-02
81977,2013-0131071,25,2013-03-28
81978,2009-0007329,72,2013-03-18
81979,2012-1218109,80,2013-03-18
81980,2013-0222063,57,2013-03-21
81981,2013-0314130,30,2013-04-03
81982,2011-0824164,47,2013-04-22
81983,2011-0824165,47,2013-04-22
81984,2012-0824365,3,2013-04-17
81985,2013-0315260,67,2013-03-21
81986,2013-0314196,71,2013-03-22
81987,2013-0228049,17,2013-04-04
81988,2012-1123059,52,2013-03-27
81989,2013-0214122,55,2013-03-20
81990,2013-0314161,51,2013-03-18
81991,2013-0212142,55,2013-03-19
81992,2013-0307187,309,2013-03-25
81993,2013-0222153,193,2013-03-27
81994,2012-0331120,1723,2013-03-20
81995,2012-1229123,48,2013-04-16
81996,2012-0212084,1441,2013-03-22
81997,2013-0315053,613,2013-03-18
81998,2011-0209052,29,2013-05-06
81999,2013-0308170,1956,2013-03-26
82000,2013-0209182,25,2013-03-20
82001,2013-0213092,25,2013-04-02
82002,2013-0122172,112,2013-03-18
82003,2013-0127011,39,2013-03-20
82004,2012-0815179,27,2013-05-02
82005,2013-0315114,109,2013-03-21
82006,2013-0213126,99,2013-03-19
82007,2013-0315248,61,2013-03-27
82008,2013-0312155,1957,2013-03-20
82009,2013-0228143,25,2013-03-26
82010,2012-0505059,100,2013-04-12
82011,2013-0308220,2,2013-03-22
82012,2013-0212159,159,2013-03-21
82013,2013-0202125,90,2013-04-11
82014,2012-0811003,35,2013-04-16
82015,2013-0214113,80,2013-04-19
82016,2013-0221194,73,2013-03-21
82017,2012-1224111,1223,2013-03-20
82018,2013-0123107,11,2013-05-02
82019,2012-1101225,90,2013-03-28
82020,2013-0315256,67,2013-04-05
82021,2013-0315171,174,2013-03-21
82022,2013-0105113,74,2013-04-10
82023,2012-1031242,1087,2013-03-22
82024,2012-0822078,34,2013-03-22
82025,2013-0305134,25,2013-04-02
82026,2012-1029061,1958,2013-04-30
82027,2013-0315039,26,2013-03-18
82028,2012-0504059,2,2013-03-20
82029,2013-0212050,25,2013-04-02
82030,2013-0218139,427,2013-04-05
82031,2013-0223190,108,2013-03-21
82032,2013-0314109,41,2013-04-03
82033,2013-0315192,134,2013-03-25
82034,2013-0217027,81,2013-04-03
82035,2012-1207217,23,2013-04-24
82036,2013-0314054,2,2013-03-22
82037,2011-1215001,360,2013-03-27
82038,2013-0314141,74,2013-06-21
82039,2013-0215224,214,2013-03-21
82040,2011-0311133,100,2013-04-17
82041,2013-0314226,98,2013-03-22
82042,2013-0314247,66,2013-04-08
82043,2012-1116088,28,2013-04-18
82044,2012-1219126,39,2013-04-11
82045,2013-0313014,831,2013-03-19
82046,2013-0223081,1252,2013-03-18
82047,2013-0308100,57,2013-03-28
82048,2012-0421037,99,2013-04-29
82049,2013-0130079,25,2013-03-29
82050,2013-0315269,67,2013-03-29
82051,2012-1211152,34,2013-04-17
82052,2013-0307208,54,2013-03-20
82053,2011-0825100,47,2013-04-22
82054,2013-0315044,26,2013-03-26
82055,2013-0110008,159,2013-04-04
82056,2013-0312108,427,2013-04-05
82057,2012-1102152,72,2013-03-29
82058,2013-0216177,49,2013-03-21
82059,2013-0112177,82,2013-04-23
82060,2012-1110124,66,2013-03-22
82061,2013-0314172,41,2013-04-03
82062,2013-0314178,114,2013-04-05
82063,2013-0314184,57,2013-04-04
82064,2012-0927129,28,2013-04-12
82065,2013-0314092,1959,2013-03-25
82066,2013-0314042,2,2013-03-22
82067,2013-0315235,88,2013-03-18
82068,2012-0905036,27,2013-03-22
82069,2013-0215197,161,2013-04-04
82070,2013-0126040,6,2013-04-11
82071,2013-0222163,1102,2013-03-21
82072,2012-1124101,32,2013-04-09
82073,2013-0315006,140,2013-03-21
82074,2012-0901031,89,2013-03-25
82075,2013-0219206,25,2013-03-28
82076,2013-0315175,26,2013-04-04
82077,2013-0308054,17,2013-04-05
82078,2012-0621229,59,2013-04-23
82079,2012-0906086,1960,2013-03-19
82080,2012-1126023,162,2013-03-18
82081,2013-0228170,17,2013-03-28
82082,2013-0207186,309,2013-03-18
82083,2013-0109021,1052,2013-03-18
82084,2013-0112141,2,2013-03-22
82085,2012-1206091,3,2013-04-17
82086,2012-1029126,72,2013-04-16
82087,2013-0222223,149,2013-04-17
82088,2013-0118143,1,2013-04-09
82089,2013-0131063,25,2013-04-04
82090,2012-0807182,37,2013-03-19
82091,2013-0225069,407,2013-04-03
82092,2013-0314079,30,2013-03-20
82093,2013-0314087,183,2013-04-04
82094,2013-0214044,68,2013-04-19
82095,2013-0207101,143,2013-03-22
82096,2013-0314211,156,2013-03-22
82097,2013-0314107,41,2013-03-19
82098,2012-1021188,52,2013-03-29
82099,2013-0221100,57,2013-03-27
82100,2011-1028261,35,2013-04-12
82101,2012-1221037,72,2013-04-26
82102,2013-0201069,25,2013-04-18
82103,2013-0217057,81,2013-04-02
82104,2013-0314145,41,2013-04-02
82105,2013-0202141,15,2013-04-03
82106,2013-0222229,173,2013-03-18
82107,2013-0218053,80,2013-04-01
82108,2013-0213205,51,2013-04-12
82109,2012-0824182,100,2013-04-04
82110,2012-0815135,39,2013-04-22
82111,2013-0217150,25,2013-03-20
82112,2012-1102214,32,2013-04-10
82113,2013-0315009,116,2013-03-19
82114,2011-0718118,35,2013-04-17
82115,2013-0315137,109,2013-03-28
82116,2011-1105179,20,2013-04-12
82117,2012-1214054,20,2013-03-19
82118,2012-1224106,17,2013-03-21
82119,2012-1224082,99,2013-04-15
82120,2013-0122139,159,2013-03-26
82121,2013-0216195,81,2013-03-20
82122,2013-0222069,91,2013-04-02
82123,2012-1024067,68,2013-04-30
82124,2012-0913247,140,2013-04-16
82125,2013-0313175,803,2013-03-19
82126,2013-0220175,60,2013-03-25
82127,2012-0809233,37,2013-04-18
82128,2012-1210131,76,2013-04-03
82129,2013-0131141,121,2013-03-21
82130,2013-0314236,877,2013-05-09
82131,2012-0618188,60,2013-04-05
82132,2013-0310025,161,2013-04-05
82133,2013-0127040,11,2013-03-28
82134,2013-0224048,25,2013-04-02
82135,2012-0426129,5,2013-04-30
82136,2013-0217079,25,2013-03-28
82137,2013-0307055,25,2013-04-03
82138,2013-0315225,8,2013-03-18
82139,2013-0129028,1841,2013-03-22
82140,2013-0314009,138,2013-03-28
82141,2010-1110234,35,2013-04-05
82142,2013-0222105,25,2013-04-02
82143,2013-0219109,25,2013-04-02
82144,2013-0223087,657,2013-03-19
82145,2012-1212122,52,2013-04-16
82146,2013-0305069,20,2013-04-26
82147,2013-0125130,121,2013-04-17
82148,2013-0207082,72,2013-04-03
82149,2013-0310037,7,2013-03-27
82150,2013-0315001,100,2013-03-27
82151,2012-1008175,25,2013-04-15
82152,2012-0625196,3,2013-04-17
82153,2012-0510216,32,2013-04-23
82154,2013-0315271,8,2013-04-01
82155,2013-0214049,73,2013-03-18
82156,2013-0131241,82,2013-03-27
82157,2013-0220165,557,2013-03-28
82158,2013-0218138,52,2013-04-02
82159,2012-1122158,5,2013-03-20
82160,2013-0223159,25,2013-04-02
82161,2013-0130088,25,2013-04-16
82162,2013-0220107,126,2013-04-05
82163,2010-0322026,139,2013-04-03
82164,2012-1127146,74,2013-03-26
82165,2013-0218101,81,2013-03-18
82166,2013-0309221,69,2013-03-25
82167,2012-1018133,58,2013-03-21
82168,2013-0226107,66,2013-03-22
82169,2013-0314026,77,2013-04-09
82170,2012-1211016,377,2013-03-19
82171,2013-0116208,55,2013-04-24
82172,2012-1031053,98,2013-04-19
82173,2013-0303107,69,2013-03-19
82174,2012-1022142,112,2013-04-16
82175,2013-0314118,76,2013-04-23
82176,2013-0310123,10,2013-03-18
82177,2012-0822057,127,2013-04-04
82178,2013-0315213,50,2013-03-22
82179,2013-0313031,247,2013-03-18
82180,2013-0310038,41,2013-03-26
82181,2013-0110079,56,2013-03-27
82182,2012-1117028,80,2013-03-26
82183,2012-0622236,59,2013-04-30
82184,2013-0314069,30,2013-04-03
82185,2013-0215036,45,2013-04-01
