id,inmate_id,location_id,date
22805,2012-1214117,57,2013-01-11
22806,2013-0101117,73,2013-01-03
22807,2013-0101014,156,2013-01-04
22808,2012-0824082,23,2013-01-09
22809,2012-1219122,25,2013-01-18
22810,2012-1231132,112,2013-01-18
22811,2012-1227101,107,2013-01-23
22812,2012-1228054,30,2013-01-17
22813,2012-1126001,6,2013-01-22
22814,2013-0101030,69,2013-01-08
22815,2012-1231060,56,2013-01-07
22816,2012-1230040,10,2013-01-16
22817,2012-1208172,81,2013-01-16
22818,2012-1109198,51,2013-02-05
22819,2012-1231011,62,2013-01-08
22820,2013-0102060,8,2013-01-28
22821,2011-1123115,20,2013-03-11
22822,2012-1012023,68,2013-02-01
22823,2013-0102091,186,2013-01-08
22824,2013-0102045,406,2013-01-16
22825,2012-1216042,11,2013-01-04
22826,2012-1228055,30,2013-01-22
22827,2013-0101069,138,2013-01-16
22828,2013-0101109,108,2013-01-22
22829,2013-0102056,19,2013-01-11
22830,2013-0102018,406,2013-01-16
22831,2012-1224101,57,2013-01-03
22832,2013-0101116,108,2013-01-22
22833,2012-1125084,83,2013-01-22
22834,2012-1204127,3,2013-01-08
22835,2011-0512094,2,2013-01-03
22836,2012-1223102,57,2013-01-07
22837,2012-1228083,30,2013-01-17
22838,2012-1125134,83,2013-01-22
22839,2012-1227078,69,2013-01-24
22840,2012-1223119,503,2013-01-10
22841,2012-1230123,57,2013-01-15
22842,2012-1125058,25,2013-01-31
22843,2012-1205031,25,2013-01-04
22844,2012-0728105,11,2013-03-01
22845,2012-1113053,20,2013-01-07
22846,2013-0102123,174,2013-01-22
22847,2012-1230099,73,2013-01-18
22848,2012-1224079,276,2013-01-14
22849,2012-1122069,6,2013-01-14
22850,2013-0102005,146,2013-01-16
22851,2012-1231116,197,2013-01-09
22852,2012-0513097,48,2013-01-04
22853,2012-1203152,22,2013-01-07
22854,2013-0101129,73,2013-01-03
22855,2012-1230117,69,2013-01-16
22856,2012-1228090,1181,2013-01-23
22857,2012-1215111,69,2013-01-10
22858,2012-1214192,73,2013-01-09
22859,2012-1225029,30,2013-01-18
22860,2012-1130198,32,2013-01-18
22861,2012-1208105,81,2013-01-23
22862,2012-1210064,25,2013-01-15
22863,2013-0102074,186,2013-01-08
22864,2012-1228053,10,2013-01-03
22865,2012-0627187,91,2013-01-11
22866,2010-0922126,140,2013-01-30
22867,2007-0089043,59,2013-02-01
22868,2012-0912100,68,2013-01-24
22869,2012-1231088,30,2013-01-04
22870,2012-1230031,1188,2013-01-03
22871,2012-1213176,73,2013-01-09
22872,2012-1224069,57,2013-01-16
22873,2013-0101070,53,2013-01-16
22874,2012-1116041,12,2013-02-04
22875,2012-1222114,25,2013-01-17
22876,2012-1204027,83,2013-01-08
22877,2012-0328149,52,2013-01-29
22878,2013-0101147,320,2013-01-03
22879,2012-1217075,25,2013-01-22
22880,2013-0101089,30,2013-01-08
22881,2012-1123063,25,2013-02-05
22882,2012-1018049,5,2013-02-26
22883,2012-1231031,83,2013-01-03
22884,2012-1231063,80,2013-01-03
22885,2012-1229010,1189,2013-01-03
22886,2013-0101137,41,2013-01-08
22887,2013-0101009,53,2013-01-16
22888,2012-1216142,22,2013-01-08
22889,2012-1229002,22,2013-01-14
22890,2012-1230080,114,2013-01-03
22891,2012-1231106,247,2013-01-25
22892,2012-1201157,102,2013-01-07
22893,2012-0216202,45,2013-01-24
22894,2012-1228098,10,2013-01-03
22895,2012-1211010,17,2013-01-04
22896,2012-1227085,52,2013-01-03
22897,2012-1219024,30,2013-01-10
22898,2013-0102076,174,2013-01-23
22899,2010-0430155,102,2013-01-30
22900,2012-1228060,10,2013-01-03
22901,2013-0101071,31,2013-01-03
22902,2012-1229146,69,2013-01-04
22903,2013-0102069,8,2013-01-16
22904,2013-0101127,82,2013-01-03
22905,2012-1115004,25,2013-02-04
22906,2012-1230146,73,2013-01-16
22907,2012-1119135,20,2013-01-07
22908,2013-0102104,153,2013-01-22
22909,2012-1111155,25,2013-01-04
22910,2012-1023173,5,2013-01-16
22911,2012-1230067,34,2013-01-04
22912,2012-1201131,25,2013-01-09
22913,2012-0830167,147,2013-01-18
22914,2012-1228148,54,2013-02-06
22915,2012-1115209,32,2013-02-06
22916,2013-0101021,69,2013-01-07
22917,2011-0820172,35,2013-02-21
22918,2013-0102157,67,2013-01-04
22919,2013-0102001,146,2013-01-16
22920,2012-1228103,309,2013-01-07
22921,2013-0101082,69,2013-01-22
22922,2013-0102094,183,2013-01-08
22923,2012-0621207,28,2013-01-11
22924,2012-1129059,25,2013-01-18
22925,2013-0101098,73,2013-01-03
22926,2012-1125002,29,2013-02-13
22927,2012-1228154,73,2013-01-17
22928,2012-1230056,228,2013-01-03
22929,2012-1129184,5,2013-02-04
22930,2012-1209092,32,2013-01-18
22931,2012-1213002,17,2013-01-04
22932,2013-0102063,19,2013-01-11
22933,2012-1229158,69,2013-01-04
22934,2012-1229021,770,2013-01-24
22935,2011-1230120,102,2013-01-31
22936,2012-1231082,57,2013-01-07
22937,2012-1231081,57,2013-01-22
22938,2013-0101145,2,2013-01-10
22939,2012-1230102,57,2013-01-15
22940,2012-1128095,99,2013-03-12
22941,2011-1203170,102,2013-01-30
22942,2013-0101105,367,2013-01-03
22943,2012-1230137,41,2013-01-17
22944,2012-1230009,138,2013-01-15
22945,2013-0102038,146,2013-01-16
22946,2012-1227083,10,2013-01-17
22947,2012-1211023,82,2013-01-22
22948,2013-0102097,186,2013-01-24
22949,2013-0102085,420,2013-01-07
22950,2012-1223132,25,2013-01-18
22951,2012-1114133,25,2013-01-10
22952,2012-1230018,132,2013-01-03
22953,2012-1201118,939,2013-01-03
22954,2013-0102029,50,2013-01-07
22955,2013-0102136,134,2013-01-10
22956,2012-0724068,100,2013-02-05
22957,2012-1130172,7,2013-01-22
22958,2013-0101033,30,2013-01-08
22959,2011-0303215,87,2013-02-04
22960,2012-1231080,41,2013-01-04
22961,2013-0101017,73,2013-01-03
22962,2012-0527164,15,2013-03-07
22963,2012-1229011,228,2013-01-15
22964,2012-1229148,1065,2013-01-15
22965,2012-1230041,132,2013-01-03
22966,2012-1230036,71,2013-01-03
22967,2012-1227048,107,2013-01-23
22968,2012-1230014,76,2013-01-30
22969,2012-1229109,73,2013-01-16
22970,2012-0622223,170,2013-01-04
22971,2012-1228097,30,2013-01-03
22972,2012-1107103,31,2013-01-08
22973,2012-1228059,291,2013-01-03
22974,2012-1227112,10,2013-01-23
22975,2012-1228016,156,2013-01-07
22976,2012-1230112,30,2013-01-17
22977,2013-0101027,57,2013-01-08
22978,2012-1205078,193,2013-01-23
22979,2012-1223030,25,2013-01-18
22980,2012-1231014,17,2013-01-04
22981,2012-1226026,69,2013-01-14
22982,2012-1230108,90,2013-01-09
22983,2012-1230002,156,2013-01-03
22984,2013-0102092,186,2013-01-22
22985,2012-1229016,90,2013-01-23
22986,2012-1224087,57,2013-01-16
22987,2013-0101080,367,2013-01-03
22988,2012-1227107,81,2013-01-03
22989,2012-1031038,1190,2013-01-09
22990,2012-1230033,367,2013-01-03
22991,2012-1020116,102,2013-02-05
22992,2013-0102106,26,2013-01-03
22993,2012-1231020,82,2013-01-18
22994,2012-1111177,58,2013-01-10
22995,2009-0058262,44,2013-02-07
22996,2012-1216131,41,2013-01-07
22997,2013-0101038,69,2013-01-07
22998,2012-1229075,41,2013-01-17
22999,2012-1214079,31,2013-02-04
23000,2012-1229054,57,2013-01-14
23001,2012-1205079,25,2013-02-06
23002,2012-1230160,320,2013-01-09
23003,2012-1205167,25,2013-01-16
23004,2012-1221088,57,2013-01-07
23005,2012-1212094,161,2013-01-23
23006,2012-0802093,15,2013-01-30
23007,2013-0102130,183,2013-01-08
23008,2012-0918218,90,2013-02-14
23009,2012-1228037,17,2013-01-08
23010,2012-1114100,12,2013-01-09
23011,2012-1228050,45,2013-01-03
23012,2012-1228003,54,2013-02-06
23013,2013-0101128,319,2013-01-03
23014,2012-1228123,1191,2013-01-16
23015,2012-1231015,165,2013-01-20
23016,2012-1028167,25,2013-02-04
23017,2013-0102098,183,2013-01-08
23018,2012-1229083,41,2013-01-17
23019,2012-1201160,7,2013-01-15
23020,2013-0102131,26,2013-01-03
23021,2012-1110004,29,2013-02-05
23022,2012-1223093,25,2013-01-18
23023,2013-0101094,89,2013-01-16
23024,2013-0102052,19,2013-01-11
23025,2012-1230029,57,2013-01-16
23026,2013-0101138,82,2013-01-03
23027,2012-1122092,15,2013-01-31
23028,2012-1201194,56,2013-01-09
23029,2012-1229040,53,2013-01-14
23030,2012-0106086,15,2013-01-22
23031,2012-1229027,41,2013-01-15
23032,2012-1123067,25,2013-01-17
23033,2012-0607224,23,2013-01-10
23034,2012-0813126,11,2013-01-28
23035,2013-0102054,50,2013-01-09
23036,2012-1229157,320,2013-01-03
23037,2013-0101150,51,2013-01-03
23038,2012-1202051,12,2013-01-14
23039,2012-0814099,147,2013-01-03
23040,2012-1230065,10,2013-01-04
23041,2012-1229141,57,2013-01-15
23042,2012-1230076,1192,2013-01-24
23043,2013-0102170,67,2013-01-16
23044,2012-1202174,38,2013-01-07
23045,2013-0101008,53,2013-01-16
23046,2012-1206068,193,2013-01-17
23047,2012-1215127,57,2013-01-10
23048,2012-1209121,25,2013-01-08
23049,2012-1222049,25,2013-01-18
23050,2012-1230083,73,2013-01-18
23051,2012-1116141,25,2013-01-18
23052,2012-1207045,31,2013-01-04
23053,2012-1229018,89,2013-01-14
23054,2012-1124097,15,2013-01-07
23055,2012-1231065,657,2013-01-08
23056,2012-1018221,1193,2013-01-03
23057,2012-1229005,53,2013-01-14
23058,2012-1225022,17,2013-01-07
23059,2012-0316093,47,2013-02-06
23060,2012-1203042,55,2013-01-07
23061,2012-1014070,2,2013-01-28
23062,2012-1231129,52,2013-01-10
23063,2012-1231044,10,2013-01-07
23064,2012-1228108,23,2013-01-11
23065,2012-1228019,156,2013-01-07
23066,2013-0101104,73,2013-01-03
23067,2013-0102132,420,2013-01-09
23068,2012-1214056,69,2013-01-23
23069,2012-0208118,140,2013-02-13
23070,2013-0102102,26,2013-01-04
23071,2012-1205128,80,2013-01-07
23072,2012-1229069,22,2013-01-14
23073,2012-0903175,58,2013-01-23
23074,2012-1121059,27,2013-02-07
23075,2012-1228125,132,2013-01-07
23076,2012-1212091,25,2013-01-22
23077,2012-1231069,80,2013-01-03
23078,2011-1010203,66,2013-03-26
23079,2013-0101107,53,2013-01-16
23080,2012-1228074,69,2013-01-03
23081,2013-0102119,174,2013-01-08
23082,2012-1229079,41,2013-01-15
23083,2013-0102147,396,2013-01-14
23084,2012-1231037,30,2013-01-04
23085,2013-0101075,53,2013-01-16
23086,2012-1202106,31,2013-01-04
23087,2012-1228110,72,2013-01-11
23088,2012-1114117,34,2013-01-16
23089,2012-0907176,23,2013-01-15
23090,2012-0910080,10,2013-01-04
23091,2012-1128187,83,2013-02-01
23092,2012-1228156,112,2013-01-22
23093,2011-1230024,68,2013-01-30
23094,2012-1230101,57,2013-01-15
23095,2012-1231034,89,2013-01-14
23096,2013-0102137,174,2013-01-22
23097,2012-1007141,102,2013-02-06
23098,2012-1202026,25,2013-01-18
23099,2012-0612118,68,2013-01-17
23100,2013-0102179,67,2013-01-18
23101,2010-1122254,139,2013-01-10
23102,2012-1228140,82,2013-01-25
23103,2013-0102025,26,2013-01-03
23104,2012-1231075,30,2013-01-24
23105,2011-0406143,87,2013-02-05
23106,2012-1116125,28,2013-01-17
23107,2012-1108036,15,2013-02-06
23108,2012-0627132,1194,2013-01-07
23109,2013-0102175,67,2013-01-22
23110,2012-1020097,58,2013-01-31
23111,2012-1231004,367,2013-01-03
23112,2012-1119108,25,2013-01-04
23113,2013-0102153,396,2013-01-14
23114,2010-0917049,87,2013-01-17
23115,2012-1229133,77,2013-01-30
23116,2012-0615161,115,2013-02-07
23117,2013-0102055,61,2013-01-22
23118,2012-1228001,83,2013-01-22
23119,2012-1202081,32,2013-01-18
23120,2012-1231039,173,2013-01-17
23121,2012-0706166,140,2013-01-28
23122,2012-1214039,164,2013-01-09
23123,2012-1231023,51,2013-01-09
23124,2012-1018232,121,2013-01-16
23125,2012-1229138,57,2013-01-16
23126,2012-1230025,228,2013-01-03
23127,2013-0102015,229,2013-01-16
23128,2012-1230019,22,2013-01-03
23129,2012-1228068,41,2013-01-03
23130,2012-1231013,17,2013-01-18
23131,2012-1231005,22,2013-01-14
23132,2012-1211106,108,2013-01-08
23133,2012-1125135,25,2013-01-24
23134,2012-0702096,39,2013-01-22
23135,2012-1230037,1195,2013-01-04
23136,2012-1130029,1196,2013-01-03
23137,2012-1211075,25,2013-01-22
23138,2012-1222106,25,2013-01-18
23139,2012-1228066,57,2013-01-15
23140,2013-0102022,229,2013-01-16
23141,2012-1203029,7,2013-01-18
23142,2012-1231002,53,2013-01-14
23143,2013-0102148,88,2013-01-03
23144,2012-1228106,47,2013-01-18
23145,2012-1202107,25,2013-01-17
23146,2012-1228085,57,2013-01-17
23147,2012-1227039,107,2013-01-23
23148,2012-1230110,27,2013-01-03
23149,2012-1229107,82,2013-01-14
23150,2012-1230043,30,2013-01-04
23151,2012-1227052,770,2013-02-07
23152,2012-1229059,57,2013-01-17
23153,2013-0101012,132,2013-01-04
23154,2013-0101019,53,2013-01-16
23155,2012-1229145,1197,2013-01-04
23156,2012-0725107,20,2013-01-23
23157,2011-0110171,46,2013-01-14
23158,2013-0101015,89,2013-01-16
23159,2012-1120092,37,2013-02-04
23160,2013-0102100,186,2013-01-22
23161,2012-0319170,48,2013-01-09
23162,2012-0410065,39,2013-01-04
23163,2012-0914026,52,2013-02-13
23164,2012-1119109,68,2013-01-24
23165,2012-1229166,73,2013-01-03
23166,2013-0102049,150,2013-01-08
23167,2012-1216155,57,2013-01-11
23168,2011-1005085,102,2013-01-30
23169,2012-1229156,320,2013-01-22
23170,2012-1101033,251,2013-01-10
23171,2012-1231108,156,2013-01-09
23172,2012-1124050,3,2013-01-07
23173,2013-0102127,183,2013-01-08
23174,2012-0608135,58,2013-01-23
23175,2012-1230061,132,2013-01-03
23176,2012-1230048,710,2013-01-03
23177,2012-0808098,100,2013-02-06
23178,2013-0102043,85,2013-01-04
23179,2012-1223100,25,2013-01-18
23180,2013-0102154,88,2013-01-10
23181,2012-1231078,114,2013-01-04
23182,2012-1228005,83,2013-01-04
23183,2012-1228094,89,2013-01-11
23184,2012-1214132,2,2013-01-17
23185,2012-1231122,82,2013-01-25
23186,2013-0102011,88,2013-01-10
23187,2012-1224098,25,2013-01-22
23188,2012-1229121,69,2013-01-04
23189,2012-1218146,77,2013-01-30
23190,2012-1227132,22,2013-01-28
23191,2013-0102083,174,2013-01-23
23192,2013-0101124,156,2013-01-04
23193,2012-1205092,83,2013-01-07
23194,2012-0307001,25,2013-01-10
23195,2012-1203067,156,2013-01-04
23196,2012-1228157,1198,2013-01-07
23197,2013-0102062,50,2013-01-04
23198,2012-0926114,15,2013-01-10
23199,2012-1231079,114,2013-01-24
23200,2012-1218129,66,2013-01-14
23201,2012-1216174,1199,2013-01-15
23202,2013-0101103,22,2013-01-16
23203,2012-1203066,2,2013-01-04
23204,2012-1117126,103,2013-01-03
23205,2012-1230021,89,2013-01-15
23206,2012-1231074,30,2013-01-07
23207,2012-1228079,69,2013-01-03
23208,2012-1225026,25,2013-01-22
23209,2012-1228043,251,2013-01-11
23210,2012-1211205,73,2013-01-23
23211,2012-1011138,52,2013-02-22
23212,2012-0322201,99,2013-01-17
23213,2012-1116236,32,2013-02-05
23214,2012-1231084,41,2013-01-22
23215,2013-0102028,50,2013-01-07
23216,2012-1211056,107,2013-01-23
23217,2012-1110223,56,2013-01-11
23218,2012-1230011,89,2013-01-15
23219,2013-0102174,67,2013-01-07
23220,2012-1130159,66,2013-01-09
23221,2012-1229026,127,2013-01-03
23222,2012-1230103,77,2013-01-28
23223,2012-1205220,60,2013-01-18
23224,2012-1215050,41,2013-01-07
23225,2012-1229134,77,2013-01-24
23226,2012-1231041,185,2013-01-14
23227,2012-1120064,25,2013-02-04
23228,2012-1216154,25,2013-01-22
23229,2012-1119080,91,2013-02-13
23230,2013-0102155,50,2013-03-06
23231,2013-0102066,8,2013-02-22
23232,2012-1211218,68,2013-01-23
23233,2012-1216106,69,2013-01-14
23234,2013-0101011,348,2013-01-04
23235,2013-0101086,30,2013-01-23
23236,2012-0405226,99,2013-02-04
23237,2012-1223097,25,2013-01-18
23238,2012-1228073,69,2013-01-25
23239,2012-0825194,91,2013-02-13
23240,2012-1229019,71,2013-01-18
23241,2012-1025145,25,2013-01-03
23242,2012-1209105,82,2013-01-23
23243,2012-0906231,58,2013-02-06
23244,2012-1230100,23,2013-01-07
23245,2012-1228028,22,2013-01-11
23246,2012-1102109,15,2013-03-26
23247,2012-1219120,25,2013-01-18
23248,2012-1208030,51,2013-01-15
23249,2012-1119155,46,2013-01-03
23250,2013-0102108,420,2013-01-04
23251,2013-0102014,229,2013-01-16
23252,2012-1230022,156,2013-01-03
23253,2012-1102113,12,2013-01-07
23254,2012-1207072,214,2013-01-07
23255,2012-1230084,83,2013-01-03
23256,2012-1229168,77,2013-01-17
23257,2012-1119166,25,2013-01-11
23258,2012-1229055,11,2013-01-04
23259,2012-1224095,80,2013-01-03
23260,2012-1211112,41,2013-01-22
23261,2012-0721159,83,2013-01-25
23262,2013-0102078,50,2013-01-04
23263,2013-0101024,1200,2013-01-22
23264,2012-1117023,31,2013-02-06
23265,2012-1231105,78,2013-01-08
23266,2012-1213063,81,2013-01-17
23267,2012-1230001,108,2013-01-18
23268,2012-1208040,32,2013-01-18
23269,2013-0102090,186,2013-01-08
23270,2013-0102115,109,2013-01-08
23271,2012-0904019,5,2013-02-05
23272,2012-1212131,25,2013-01-16
23273,2012-1121104,3,2013-01-07
23274,2012-0118085,15,2013-01-17
23275,2012-0411155,68,2013-02-11
23276,2012-1229091,348,2013-01-03
23277,2012-1015118,83,2013-02-04
23278,2013-0102075,67,2013-01-04
23279,2012-1218161,68,2013-02-13
23280,2012-1222011,132,2013-01-03
23281,2011-1014052,66,2013-01-10
23282,2012-1231072,69,2013-01-23
23283,2012-1119103,25,2013-01-31
23284,2012-1122102,15,2013-01-31
23285,2012-1229043,132,2013-01-10
23286,2013-0102111,183,2013-01-08
23287,2012-1229063,132,2013-01-10
23288,2012-1227079,57,2013-01-09
23289,2012-1228032,89,2013-01-11
23290,2013-0102036,50,2013-01-08
23291,2012-1203056,25,2013-01-16
23292,2012-1231068,30,2013-01-07
23293,2012-1001066,102,2013-02-04
23294,2012-1228062,57,2013-01-17
23295,2013-0101143,41,2013-01-07
23296,2012-1128079,25,2013-01-28
23297,2012-1213071,25,2013-01-17
23298,2013-0101063,348,2013-01-03
23299,2012-0623185,32,2013-02-20
23300,2013-0101003,30,2013-01-08
23301,2012-1229102,69,2013-01-04
23302,2012-1211073,25,2013-01-15
23303,2013-0102182,67,2013-01-22
23304,2012-1225007,41,2013-01-14
23305,2012-0910197,327,2013-01-14
23306,2009-0033500,59,2013-02-01
23307,2012-1229120,1201,2013-01-15
23308,2012-1219179,17,2013-01-03
23309,2013-0101081,82,2013-01-03
23310,2012-1206125,25,2013-01-09
23311,2012-1229103,69,2013-01-04
23312,2013-0102048,8,2013-01-31
23313,2013-0102187,67,2013-01-22
23314,2012-0109181,5,2013-01-03
23315,2013-0102105,26,2013-01-16
23316,2012-1215090,161,2013-01-23
23317,2012-1211123,41,2013-01-03
23318,2012-1230104,114,2013-01-29
23319,2012-1229114,41,2013-01-03
23320,2012-1228095,685,2013-01-14
23321,2012-1121070,100,2013-02-05
23322,2013-0102032,50,2013-01-09
23323,2012-1228136,82,2013-01-25
23324,2012-1228030,185,2013-01-18
23325,2012-1202186,99,2013-01-07
23326,2012-1228163,165,2013-01-18
23327,2012-1204028,25,2013-01-08
23328,2012-1229153,73,2013-01-18
23329,2013-0101118,22,2013-01-16
23330,2013-0101044,69,2013-01-07
23331,2012-1230150,82,2013-02-06
23332,2013-0101048,10,2013-01-07
23333,2012-1224080,25,2013-01-18
23334,2013-0102166,8,2013-01-07
23335,2012-1121164,9,2013-01-03
23336,2012-0828126,102,2013-03-06
23337,2012-0826179,91,2013-01-04
23338,2012-1216169,69,2013-01-25
23339,2012-1222040,25,2013-01-16
23340,2012-1230024,76,2013-01-03
23341,2012-1104111,91,2013-02-13
23342,2012-1211186,17,2013-01-04
23343,2012-1231049,108,2013-01-22
23344,2012-1230020,89,2013-01-15
23345,2012-1231120,309,2013-01-08
23346,2012-1231115,22,2013-01-03
23347,2012-1129036,7,2013-01-09
23348,2013-0102058,61,2013-01-25
23349,2012-1226030,403,2013-01-04
23350,2012-1109218,115,2013-01-24
23351,2012-1228036,173,2013-01-14
23352,2012-1228101,30,2013-01-03
23353,2012-1128221,44,2013-01-31
23354,2013-0102152,396,2013-01-14
23355,2012-1231071,69,2013-01-07
23356,2012-1230050,57,2013-01-15
23357,2013-0101053,69,2013-01-07
23358,2013-0102006,175,2013-01-10
23359,2012-1228096,662,2013-01-03
23360,2012-1228081,69,2013-01-03
23361,2012-1229025,30,2013-01-17
23362,2012-1229071,30,2013-01-17
23363,2012-1107129,3,2013-02-07
23364,2013-0101026,69,2013-01-08
23365,2013-0101100,228,2013-01-04
23366,2012-1116239,32,2013-02-07
23367,2012-1110203,56,2013-01-16
23368,2012-0611184,32,2013-02-14
23369,2012-1229081,427,2013-01-23
23370,2012-1230126,259,2013-01-16
23371,2012-1201119,403,2013-02-04
23372,2012-0905050,5,2013-02-20
23373,2012-1015079,1,2013-01-03
23374,2012-1206135,214,2013-01-09
23375,2012-1230090,89,2013-01-15
23376,2012-1206057,196,2013-01-28
23377,2012-1230143,71,2013-01-03
23378,2013-0102178,67,2013-01-23
23379,2012-0628048,5,2013-02-07
23380,2013-0102118,350,2013-01-22
23381,2012-1230136,73,2013-01-17
23382,2012-1212154,57,2013-01-16
23383,2012-1223016,79,2013-01-11
23384,2013-0102141,134,2013-01-10
23385,2012-1227139,44,2013-01-18
23386,2012-1228161,35,2013-01-23
23387,2012-1229149,30,2013-01-17
23388,2012-0919158,15,2013-03-06
23389,2012-1230127,17,2013-01-03
23390,2013-0102089,186,2013-01-07
23391,2013-0102184,67,2013-01-16
23392,2013-0102051,8,2013-01-16
23393,2012-1121012,82,2013-01-30
23394,2011-1128088,52,2013-01-16
23395,2011-0728136,55,2013-01-03
23396,2012-1231097,30,2013-01-04
23397,2012-1211188,35,2013-01-16
23398,2013-0101134,73,2013-01-03
23399,2012-1228116,89,2013-01-11
23400,2012-1228071,41,2013-01-17
23401,2013-0102013,175,2013-01-10
23402,2013-0102134,613,2013-01-09
23403,2012-1204188,32,2013-01-18
23404,2012-1229150,69,2013-01-03
23405,2012-1231127,79,2013-01-15
23406,2012-1224105,25,2013-01-22
23407,2012-1124058,25,2013-01-23
23408,2012-1010090,72,2013-01-18
23409,2012-1230057,138,2013-01-15
23410,2012-1228040,824,2013-01-11
23411,2012-1010139,83,2013-02-04
23412,2012-1229116,99,2013-01-04
23413,2011-0901074,2,2013-01-31
23414,2012-1216158,126,2013-01-23
23415,2012-1230073,69,2013-01-15
23416,2012-1229051,69,2013-01-03
23417,2012-1202161,25,2013-01-08
23418,2012-1204096,25,2013-01-04
23419,2012-1115213,32,2013-01-22
23420,2009-0028680,139,2013-02-26
23421,2012-1229160,69,2013-01-04
23422,2012-1228018,156,2013-01-07
23423,2012-1108150,15,2013-02-06
23424,2012-1206090,25,2013-01-09
23425,2012-1230144,82,2013-01-14
23426,2012-1006102,17,2013-01-09
23427,2012-1231102,57,2013-01-07
23428,2013-0102164,26,2013-01-03
23429,2013-0102067,134,2013-01-10
23430,2012-1229084,73,2013-01-19
23431,2012-1210060,81,2013-01-16
23432,2013-0101084,73,2013-01-03
23433,2012-0824153,99,2013-02-26
23434,2013-0102176,67,2013-01-23
23435,2012-1206041,7,2013-01-15
23436,2012-1231022,3,2013-01-29
23437,2012-1228088,49,2013-01-30
23438,2013-0102035,134,2013-01-10
23439,2012-1229111,68,2013-01-23
23440,2012-0825201,91,2013-02-13
23441,2013-0102142,146,2013-01-16
23442,2013-0101141,73,2013-01-03
23443,2012-1217059,53,2013-01-03
23444,2013-0101025,530,2013-01-24
23445,2012-0320176,66,2013-01-10
23446,2012-1207068,25,2013-01-14
23447,2013-0102027,229,2013-01-10
23448,2012-1228039,138,2013-01-11
23449,2013-0101028,57,2013-01-08
23450,2012-1113095,25,2013-01-08
23451,2012-1127118,83,2013-02-01
23452,2012-1226069,41,2013-01-09
23453,2012-1230116,57,2013-01-17
23454,2012-1231077,90,2013-01-07
23455,2013-0102121,183,2013-01-08
23456,2013-0102037,134,2013-01-10
23457,2012-1230032,69,2013-01-04
23458,2012-0821074,2,2013-01-23
23459,2012-1203141,25,2013-01-09
23460,2012-1123005,25,2013-01-09
23461,2012-1201151,102,2013-01-07
23462,2012-1231114,156,2013-01-09
23463,2012-0624128,38,2013-01-30
23464,2012-1230028,156,2013-01-03
23465,2013-0101078,30,2013-01-22
23466,2012-1110145,56,2013-01-11
23467,2013-0101042,57,2013-01-23
23468,2012-1230111,69,2013-01-15
23469,2012-1113103,56,2013-01-11
23470,2013-0102026,8,2013-01-28
23471,2012-1211108,193,2013-01-17
23472,2012-1231101,114,2013-01-03
23473,2012-1228061,57,2013-01-16
23474,2012-1230113,69,2013-01-15
23475,2012-1210116,41,2013-01-22
23476,2012-1022105,52,2013-01-31
23477,2012-1227099,127,2013-01-03
23478,2012-1116112,11,2013-01-08
23479,2012-1208041,32,2013-01-18
23480,2012-1228063,1067,2013-01-16
23481,2013-0101049,228,2013-01-04
23482,2013-0101018,320,2013-01-03
23483,2012-1130074,55,2013-01-08
23484,2012-1213110,91,2013-01-09
23485,2012-1213100,108,2013-01-08
23486,2012-1201021,192,2013-01-09
23487,2012-1124026,25,2013-01-23
23488,2012-1107132,72,2013-01-07
23489,2012-1225014,25,2013-01-22
23490,2012-0327062,91,2013-02-08
23491,2012-1230016,132,2013-01-03
23492,2012-1124036,3,2013-01-07
23493,2012-0616098,58,2013-02-07
23494,2012-1228147,73,2013-01-17
23495,2013-0101004,89,2013-01-16
23496,2012-0401129,20,2013-01-03
23497,2012-0627249,32,2013-02-05
23498,2012-1004090,1202,2013-01-18
23499,2012-1224091,598,2013-01-15
23500,2012-1111057,76,2013-01-28
23501,2012-1231109,156,2013-01-09
23502,2012-1128204,87,2013-01-24
23503,2011-0910145,32,2013-02-27
23504,2012-1229037,30,2013-01-04
23505,2012-0823041,12,2013-02-13
23506,2012-1203054,55,2013-01-14
23507,2012-1222095,25,2013-01-18
23508,2013-0102150,26,2013-01-04
23509,2012-1230017,348,2013-01-03
23510,2013-0102034,50,2013-01-08
23511,2010-0721171,100,2013-01-28
23512,2012-1230154,77,2013-01-23
23513,2012-1224004,17,2013-01-14
23514,2012-1225001,25,2013-01-22
23515,2012-1231131,99,2013-01-10
23516,2012-1201150,55,2013-01-07
23517,2013-0102193,26,2013-01-08
23518,2012-0305144,12,2013-01-10
23519,2012-1214062,41,2013-01-04
23520,2012-1116120,192,2013-01-09
23521,2013-0102192,85,2013-01-09
23522,2012-1018084,34,2013-01-04
23523,2012-1214107,81,2013-01-17
23524,2012-1230023,348,2013-01-03
23525,2012-1120069,25,2013-01-30
23526,2013-0102086,183,2013-01-08
23527,2012-1130072,12,2013-02-04
23528,2013-0102159,8,2013-01-11
23529,2012-0831132,25,2013-01-04
23530,2012-1228029,17,2013-01-18
23531,2013-0101114,348,2013-01-04
23532,2012-1001193,68,2013-01-21
23533,2012-1118197,68,2013-02-07
23534,2012-1230007,156,2013-01-03
23535,2013-0101023,30,2013-01-08
23536,2012-1221035,99,2013-01-04
23537,2012-1229132,30,2013-01-15
23538,2012-1209017,4,2013-01-17
23539,2012-0826143,90,2013-01-16
